Season,Episode,Title,Year of Release,IMDB Rating,Arco
9,278,Ohara no Higeki! Buster Call no Kyoufu,2006,9.3,Enies Lobby Arc
9,279,Taki ni Mukatte Tobe!! Luffy no Omoi!!,2006,7.0,Enies Lobby Arc
9,280,"Otoko no Ikizama! Zoro no Waza, Usopp no Yume",2006,6.7,Enies Lobby Arc
9,281,Namida ga Tsumuida Nakama no Kizuna! Nami no Sekai Chizu,2006,6.7,Enies Lobby Arc
9,282,Wakare ga Otoko o Migaku! Sanji to Chopper,2006,6.7,Enies Lobby Arc
9,283,Subete wa Nakama no Tame ni! Yami no Naka no Robin!,2006,6.7,Enies Lobby Arc
9,284,Sekkeizu wa Watasanai! Franky no Ketsudan,2006,8.1,Enies Lobby Arc
9,285,Itsutsu no Kagi o Ubae! Mugiwara Ichimi Tai CP9,2006,8.0,Enies Lobby Arc
9,286,Akuma no Mi no Chikara! Kaku to Jabra Daihenshin,2006,8.1,Enies Lobby Arc
9,287,Shinde mo Keran! Sanji Otoko no Kishidou!,2006,8.1,Enies Lobby Arc
9,288,Fukurou no Gosan! Ore no Cola wa Inochi no Mizu!,2006,8.3,Enies Lobby Arc
9,289,Zoro Shinwaza Sakuretsu! Katana no Na wa Sogeking?,2006,8.2,Enies Lobby Arc
9,290,Seigyo Funou! Chopper Kindan no Rumble,2006,8.7,Enies Lobby Arc
9,291,Luffy Oyabun Futatabi! Yume ka Utsutsu ka Tomikuji Soudou,2006,6.2,Enies Lobby Arc
9,292,Oshiro de Mochimaki Dai Race! Akai Hana no Inbou,2007,6.0,Enies Lobby Arc
9,293,Awa Tsukai Kalifa! Nami ni Semaru Sekken no Wana,2007,8.0,Enies Lobby Arc
9,294,Hibikiwataru Kyouhou! Hatsudou Buster Call,2007,8.2,Enies Lobby Arc
9,295,Gonin no Nami? Hangeki wa Shinkirou to Tomo ni!,2007,7.9,Enies Lobby Arc
9,296,Nami no Ketsudan! Bousou Chopper o Ute!,2007,8.3,Enies Lobby Arc
9,297,Kariudo Sanji Toujou? Usotsuki Ookami ni Okuru Banka,2007,8.2,Enies Lobby Arc
9,298,Shakunetsu no Keri! Sanji Ashiwaza no Full Course,2007,8.7,Enies Lobby Arc
9,299,Hakujin no Moushuu! Zoro Tai Kaku Kyouryoku Zangeki Taiketsu,2007,8.3,Enies Lobby Arc
9,300,Kishin Zoro! Kihaku ga Miseta Asura no Keshin,2007,9.3,Enies Lobby Arc
9,301,Spandam Kyougaku! Shihou no Tou ni Tatsu Eiyuu,2007,9.2,Enies Lobby Arc
9,302,Robin Kaihou! Luffy Tai Lucci Choujou Kessen,2007,8.2,Enies Lobby Arc
9,303,Hannin wa Luffy Oyabun? Kieta Oozakura o Oe,2007,6.3,Enies Lobby Arc
9,304,Katenakya Daremo Mamorenai! Gear Third Shidou,2007,9.1,Enies Lobby Arc
9,305,Senritsu no Kako! Yami no Seigi to Rob Lucci,2007,9.0,Enies Lobby Arc
9,306,Maboroshi no Ningyo Arawaru? Usureyuku Ishiki no Naka de,2007,8.2,Enies Lobby Arc
9,307,Houka ni Shizumu Shima! Franky Munen no Sakebi,2007,8.4,Enies Lobby Arc
9,308,Luffy o Mate! Tamerai no Hashi no Shitou!,2007,9.1,Enies Lobby Arc
9,309,Kobushi ni Kometa Omoi! Luffy Konshin no Gatling,2007,9.5,Enies Lobby Arc
9,310,"Tomo, Umi yori Kitaru! Mugiwara Ichimi Saikyou no Kizuna",2007,9.1,Enies Lobby Arc
9,311,Zen'in Dai Dasshutsu! Shousha no Michi wa Kaizoku no Tame ni,2007,9.0,Enies Lobby Arc
9,312,Arigatou Merry! Yuki ni Kemuru Wakare no Umi,2007,9.6,Enies Lobby Arc
9,313,Yaburareta Ansoku! Ai no Kobushi o Motsu Kaigun Chuujou,2007,9.0,Post-Enies Lobby Arc
9,314,Saikyou no Kakei? Akasareta Luffy no Chichi!,2007,9.2,Post-Enies Lobby Arc
9,315,Sono Na wa Shinsekai! Grand Line no Yukue,2007,8.3,Post-Enies Lobby Arc
9,316,Shanks Ugoku! Bousou Suru Jidai e no Kusabi,2007,9.2,Post-Enies Lobby Arc
9,317,Yagara o Sagasu Shoujo! Mizu no Miyako Daisousasen,2007,6.5,Post-Enies Lobby Arc
9,318,Haha wa Tsuyoshi! Zoro no Dotabata Kaji Tetsudai,2007,6.3,Post-Enies Lobby Arc
9,319,Sanji Shougeki! Nazo no Jii-san to Gekiuma Ryouri,2007,6.8,Post-Enies Lobby Arc
9,320,Tsui ni Zen'in Shoukin Kubi! 6-okugoe no Ichimi!,2007,8.1,Post-Enies Lobby Arc
9,321,Umi o Nozomu Hyakujuu no Ou! Yume no Fune Doudou Kansei!,2007,8.1,Post-Enies Lobby Arc
9,322,Saraba Itoshiki Kobun-tachi! Franky Tatsu,2007,8.1,Post-Enies Lobby Arc
9,323,Shukkou Mizu no Miyako! Otoko Usopp Kettou no Kejime,2007,8.3,Post-Enies Lobby Arc
9,324,Meguru Tehaisho! Kokyou wa Odoru Fune wa Susumu!,2007,8.2,Post-Enies Lobby Arc
9,325,Saikyou no Nouryoku! Ace o Osou Kurohige no Yami,2007,9.2,Post-Enies Lobby Arc
9,326,Nazo no Kaizoku Goikkou! Sunny-gou to Kiken na Wana,2007,6.9,Ice Hunter Arc
9,327,Sunny-gou Pinch! Unare Chousoku no Himitsu Mecha,2007,6.5,Ice Hunter Arc
9,328,Shinsekai ni Shizumu Yume! Shitsui no Kaizoku Puzzle,2007,6.6,Ice Hunter Arc
9,329,Osoikuru Shikaku-tachi! Hyoujou Dai Battle Kaishi,2007,6.9,Ice Hunter Arc
9,330,Dai Kusen Mugiwara Ichimi! Hata ni Kakeru Kaizoku Tamashii,2007,6.7,Ice Hunter Arc
9,331,Atsukurushisa Zenkai! Semaru Futago no Jiryoku Power,2007,6.7,Ice Hunter Arc
9,332,Dai Konran no Yakata! Ikaru Don to Toraware no Ichimi,2007,6.7,Ice Hunter Arc
9,333,Fushichou Futatabi! Tomo ni Chikau Kaizokuki no Yume,2007,6.6,Ice Hunter Arc
9,334,Atsu Atsu Choukessen! Luffy VS Shakunetsu no Don,2007,6.8,Ice Hunter Arc
9,335,Shin Sekai de Matsu! Isamashiki Kaizoku to no Wakare,2007,6.8,Ice Hunter Arc
9,336,Shutsudou Chopperman! Mamore Nagisa no TV-kyoku,2007,5.7,Ice Hunter Arc
10,337,Ma no Umi Totsunyuu! Kiri ni Ukabu Nazo no Gaikotsu,2008,8.3,Thriller Bark Arc
10,338,Hito ni Aeta Yorokobi! Gaikotsu Shinshi no Shoutai,2008,8.1,Thriller Bark Arc
10,339,Kai Genshou Zokuzoku! Thriller Bark Jouriku,2008,7.8,Thriller Bark Arc
10,340,Tensai to Yobareta Otoko! Hogback Arawaru!,2008,7.9,Thriller Bark Arc
10,341,Nami Dai Pinch! Zombie Yashiki to Toumei Ningen,2008,7.9,Thriller Bark Arc
10,342,Zombie no Nazo! Akumu no Hogback Kenkyuujo,2008,7.8,Thriller Bark Arc
10,343,Sono Na wa Moriah! Kage o Nigiru Dai Kaizoku no Wana,2008,7.8,Thriller Bark Arc
10,344,Zombie Song no Kyouen! Youchi no Kane wa Yami no Oto,2008,7.7,Thriller Bark Arc
10,345,Doubutsu Ippai? Perona no Wonder Garden,2008,7.5,Thriller Bark Arc
10,346,Kieru Mugiwara Ichimi! Arawareta Nazo no Kenshi!,2008,7.8,Thriller Bark Arc
10,347,Nokoru Kishidou! Nami o Mamoru Uragiri Zombie,2008,7.8,Thriller Bark Arc
10,348,Sora kara Sanjou! Kenkyou Hanauta wa Ano Otoko!,2008,8.0,Thriller Bark Arc
10,349,Luffy Kinkyuujitai! Saikyou no Kage no Ikisaki,2008,8.0,Thriller Bark Arc
10,350,Majin to Yobareta Senshi!! Oz Fukkatsu no Toki,2008,8.0,Thriller Bark Arc
10,351,500-nenburi no Mezame!! Oars Kaigan!!,2008,7.8,Thriller Bark Arc
10,352,Shinnen no Inochigoi!! Afro o Mamoru Brook,2008,7.9,Thriller Bark Arc
10,353,Otoko no Chikai wa Shinazu!! Tooi Sora de Matsu Tomo e,2008,8.2,Thriller Bark Arc
10,354,Kanarazu Ai ni Iku!! Brook to Yakusoku no Misaki,2008,7.5,Thriller Bark Arc
10,355,Meshi to Nami to Kage!! Luffy Ikari no Daihangeki,2008,7.9,Thriller Bark Arc
10,356,Usopp Saikyou? Negative wa Makasetoke,2008,7.9,Thriller Bark Arc
10,357,General Zombie Shunsatsu!! Oars wa Bouken Kibun!!,2008,8.0,Thriller Bark Arc
10,358,Honoo no Knight Sanji!! Keritsubuse Itsuwari no Kyoshiki,2008,7.8,Thriller Bark Arc
10,359,Suke Suke no Innen? Ubawareta Sanji no Yume,2008,7.7,Thriller Bark Arc
10,360,Tasukete Hero!? Teki wa Fujimi no Princess,2008,8.0,Thriller Bark Arc
10,361,Perona Kyoufu!? Uso no U wa Usopp no U,2008,7.9,Thriller Bark Arc
10,362,Yane ni Mau Zangeki!! Kecchaku Zoro Tai Ryuuma,2008,8.2,Thriller Bark Arc
10,363,Chopper Gekido!! Hogback Ma no Ijutsu,2008,7.8,Thriller Bark Arc
10,364,Oz Hoeru!! Detekoi Mugiwara no Ichimi,2008,7.5,Thriller Bark Arc
10,365,Teki wa Luffy!! Saikyou Zombie Tai Mugiwara no Ichimi,2008,7.8,Thriller Bark Arc
10,366,Taorero Absalom!! Nami Yuujou no Raigeki!!,2008,7.8,Thriller Bark Arc
10,367,Ubae Down!! Hissatsu Mugiwara Docking?,2008,8.2,Thriller Bark Arc
10,368,Ashioto Naki Shuurai!! Nazo no Boumonsha: Boukun Kuma,2008,8.0,Thriller Bark Arc
10,369,Oars Plus Moriah: Chikara to Zunou no Saikyou Gattai,2008,8.1,Thriller Bark Arc
10,370,Gyakuten e no Hisaku: Nightmare Luffy Kenzan,2008,8.1,Thriller Bark Arc
10,371,"Kaimetsu, Mugiwara Ichimi: Kagekage no Chikara Zenkai",2008,8.2,Thriller Bark Arc
10,372,Chouzetsu Battle Start! Luffy vs Luffy,2008,9.0,Thriller Bark Arc
10,373,"Kecchaku Semaru! Tatakikome, Todome no Ichigeki",2008,8.9,Thriller Bark Arc
10,374,Karada ga Kieru! Akumu no Shima ni Sasu Asahi!,2008,8.5,Thriller Bark Arc
10,375,Owaranai Kiki! Mugiwara Ichimi Massatsu Shirei,2008,8.2,Thriller Bark Arc
10,376,Subete o Hajiku: Kuma no Nikyunikyu no Chikara,2008,9.1,Thriller Bark Arc
10,377,Nakama no Itami wa Waga Itami: Zoro Kesshi no Tatakai,2008,9.6,Thriller Bark Arc
10,378,Tooi Hi no Yakusoku: Kaizoku no Uta to Chiisana Kujira,2008,8.2,Thriller Bark Arc
10,379,Brook no Kako: Youki na Nakama Kanashiki Wakare,2008,8.1,Thriller Bark Arc
10,380,Binks no Sake: Kako to Genzai o Tsunagu Uta,2008,9.2,Thriller Bark Arc
10,381,Arata na Nakama! Ongakuka Hanauta no Brook,2008,8.2,Thriller Bark Arc
11,382,Noronoro no Kyoui: Gingitsune no Foxy Futatabi,2008,6.7,Spa Island Arc
11,383,Otakara Daisoudatsusen! Houkai! Spa Island Gou,2008,6.7,Spa Island Arc
11,384,Burukku daifuntou shin no nakama e no michisagashi?,2009,7.5,Spa Island Arc
11,385,Idainaru kouro hanshuu toutatsu! Akai tuchi no tairiku,2009,7.7,Sabaody Archipelago Arc
11,386,Mugiwara ichimi nikushi Tetsukamen no Dubaru toujou,2009,7.7,Sabaody Archipelago Arc
11,387,Innen no saikai! Toraware no gyonin o sukudase,2009,7.7,Sabaody Archipelago Arc
11,388,Higeki! Kamen ni kakusareta Dubaru no shinjitsu,2009,7.9,Sabaody Archipelago Arc
11,389,Sakuretsu! Sanîgou no chouhimitsu heiki gaonhou,2009,7.9,Sabaody Archipelago Arc
11,390,Gyojin-tou o Mezashite Jouriku: Sabaody Shotou,2009,8.0,Sabaody Archipelago Arc
11,391,Bougyaku! Sabaody no Shihaisha Tenryuubito,2009,8.5,Sabaody Archipelago Arc
11,392,Arata na Rival Shuuketsu! 11-nin no Choushinsei,2009,8.6,Sabaody Archipelago Arc
11,393,Hyouteki wa Camie!! Semaru Hitosaraiya no Mashu,2009,8.5,Sabaody Archipelago Arc
11,394,Camie o Sukue: Shotou ni Nokoru Ankoku no Rekishi,2009,8.4,Sabaody Archipelago Arc
11,395,Time Limit: Human Auction Kaimaku,2009,8.6,Sabaody Archipelago Arc
11,396,Tekken Sakuretsu! Auction o Buttsubuse,2009,9.5,Sabaody Archipelago Arc
11,397,Dai Panic! Auction Kaijou no Shitou,2009,9.4,Sabaody Archipelago Arc
11,398,Taishou Kizaru Ugoku! Souzen Sabaody Shotou,2009,9.0,Sabaody Archipelago Arc
11,399,Houimou o Toppa Seyo! Kaigun Tai Sannin no Senchou,2009,8.9,Sabaody Archipelago Arc
11,400,Roger to Rayleigh: Kaizoku Ou to Sono Migiude,2009,9.3,Sabaody Archipelago Arc
11,401,Kaihi Fukanou!? Taishou Kizaru no Kousoku no Keri,2009,9.0,Sabaody Archipelago Arc
11,402,Attouteki! Kaigun no Sentou Heiki Pacifista,2009,9.1,Sabaody Archipelago Arc
11,403,Saranaru Kyouteki Arawaru! Masakari Katsuida Sentoumaru,2009,9.2,Sabaody Archipelago Arc
11,404,Taishou Kizuru no Moukou Mugiwara Ichimi Zettaizetsumei!,2009,9.4,Sabaody Archipelago Arc
11,405,Kesareta Nakama-tachi: Mugiwara Ichimi Saigo no Hi,2009,9.6,Sabaody Archipelago Arc
11,406,Jidaigeki Tokubetsu Hen: Luffy Oyabun Futatabi Kenzan,2009,6.2,Special Historical Arc
11,407,Jidaigeki Tokubetsu Hen: Yabure! Thriller Shoukai no Wana,2009,6.2,Special Historical Arc
12,408,Jouriku! Danshi Kinsei no Shima Amazon Lily,2009,8.1,Amazon Lily Arc
12,409,Isoge! Nakama-tachi no Moto e: Nyougashima no Bouken,2009,8.3,Amazon Lily Arc
12,410,Minna Meromero! Kaizoku Jotei Hancock,2009,8.3,Amazon Lily Arc
12,411,Senaka ni Kakusareta Himitsu: Souguu Luffy to Hebihime,2009,8.4,Amazon Lily Arc
12,412,Hijou no Sabaki! Ishi ni Sareta Margaret!!,2009,8.8,Amazon Lily Arc
12,413,Luffy Daikusen! Hebi Shimai no Haki no Chikara!!,2009,9.0,Amazon Lily Arc
12,414,Nouryoku Zenkai Battle!! Gomugomu Tai Hebihebi,2009,8.9,Amazon Lily Arc
12,415,Hancock no Kokuhaku: Shimai no Imawashiki Kako,2009,9.0,Amazon Lily Arc
12,416,Ace o Sukue! Arata na Mokutekichi wa Daikangoku,2009,8.9,Amazon Lily Arc
12,417,Koi wa Hurricane! Meromero Hancock,2009,8.9,Amazon Lily Arc
12,418,Nakama-tachi no Yukue: Tenkou no Kagaku to Karakurijima,2009,7.8,Amazon Lily Arc
12,419,Nakama-tachi no Yukue: Kyochou no Shima to Momoiro no Rakuen!,2009,7.5,Amazon Lily Arc
12,420,Nakama-tachi no Yukue: Shima o Tsunagu Hashi to Shokujin Shokubutsu,2009,7.8,Amazon Lily Arc
12,421,Nakama-tachi no Yukue: Negative Princess to Akuma Ou,2009,7.8,Amazon Lily Arc
13,422,Kesshi no Sennyuu! Kaitei Kangoku Impel Down Sennyuu!,2009,8.0,Impel Down Arc
13,423,Jigoku de Saikai!? Bara Bara no Mi no Jitsuryokusha!,2009,8.1,Impel Down Arc
13,424,Yabure! Guren Jigoku: Buggy no Dohade Daisakusen,2009,8.0,Impel Down Arc
13,425,Kangoku Saikyou no Otoko! Doku Ningen Magellan Toujou,2009,8.0,Impel Down Arc
13,426,Eiga Rendou Special: Ugokidasu Kinjishi no Yabou,2009,7.1,Little East Blue Arc
13,427,Eiga Rendou Special: Nerawareta Little East Blue,2009,6.7,Little East Blue Arc
13,428,Eiga Rendou Special: Amigo Kaizokudan no Moukou,2009,6.8,Little East Blue Arc
13,429,Eiga Rendou Special: Kessen! Luffy Tai Largo,2009,6.8,Little East Blue Arc
13,430,Toraware no Ouka Shichibukai! Kaikyou no Jinbee,2009,8.0,Little East Blue Arc
13,431,Roubanchou Saldeath no Wana: Level 3 Kiga Jigoku,2009,7.9,Little East Blue Arc
13,432,Tokihanatareta Swan! Saikai! Bon Clay,2009,8.1,Little East Blue Arc
13,433,Shochou Magellan Ugoku: Kansei! Mugiwara Houimou,2010,8.3,Little East Blue Arc
13,434,Zensenryoku Shuuketsu! Level 4 Shounetsu Jigoku no Kessen,2010,7.9,Little East Blue Arc
13,435,Magellan Tsuyoshi! Bon Clay Tekizen Toubou,2010,8.3,Little East Blue Arc
13,436,Shiyuu Kessu! Sutemi no Luffy Saigo no Ichigeki,2010,8.3,Little East Blue Arc
13,437,Dachi Dakara: Bon Clay Kesshi no Kyuushutsukou,2010,8.2,Little East Blue Arc
13,438,Jigoku ni Rakuen! Impel Down Level 5.5,2010,7.9,Little East Blue Arc
13,439,Luffy Chiryou Kaishi: Ivan-san Kiseki no Chikara!!,2010,7.6,Little East Blue Arc
13,440,Kiseki o Shinjite! Bon Clay Tamashii no Seien,2010,7.8,Little East Blue Arc
13,441,Luffy Fukkatsu! Iwa-san Datsugoku Keikaku Shidou!!,2010,8.1,Little East Blue Arc
13,442,Ace Gosou Kaishi: Saikasou Level 6 no Koubou!,2010,8.3,Little East Blue Arc
13,443,Saikyou Team Kessei: Shinkan! Inpel Down,2010,8.3,Little East Blue Arc
13,444,Saranaru Konran! Kurohige Teach Shuurai!,2010,8.3,Little East Blue Arc
13,445,Kiken na Deai! Kurohige to Ame no Shiryuu,2010,8.1,Little East Blue Arc
13,446,Iji demo Taorenu! Honki no Hannyabaru,2010,8.5,Little East Blue Arc
13,447,Ikari no Jet Pistol: Luffy vs Kurohige,2010,9.1,Little East Blue Arc
13,448,Magellan o Tomero! Iva-san Ougi Sakuretsu,2010,8.1,Little East Blue Arc
13,449,Magellan no Kisaku! Habamareta Datsugoku Keikaku,2010,8.3,Little East Blue Arc
13,450,"Datsugoku Team Zettaizetsumei: Kinjite ""Venom Demon""",2010,8.8,Little East Blue Arc
13,451,Okose Saigo no Kiseki: Seigi no Mon o Toppa Seyo,2010,9.3,Little East Blue Arc
13,452,Mezase Kaigun Honbu: Ace Kyuushutsu e no Funade!,2010,8.2,Little East Blue Arc
13,453,Nakama-tachi no Yukue: Weatheria Report to Cyborg Animal,2010,7.4,Little East Blue Arc
13,454,Nakama-tachi no Yukue: Kyochou no Hina to Momoiro no Taiketsu,2010,6.9,Little East Blue Arc
13,455,Nakama-tachi no Yukue: Kakumeigun to Boushoku no Mori no Wana!,2010,7.5,Little East Blue Arc
13,456,Nakama-tachi no Yukue: Kyodai na Bohyou to Pantsu no On,2010,7.4,Little East Blue Arc
14,457,Marineford Chokuzen Kaisou Special: Kyoudai no Chikai!,2010,7.4,Marineford Arc
14,458,Marineford Chokuzen Kaisou Special: Shuuketsu! San Taishou,2010,7.2,Marineford Arc
14,459,Kessen no Toki Semaru! Kaigun Saikyou no Fujin Kansei!,2010,9.0,Marineford Arc
14,460,Kyodai Kantai Arawaru: Shuurai! Shirohige Kaizokudan,2010,9.1,Marineford Arc
14,461,Kessen no Makuake! Ace to Shirohige no Kako,2010,9.3,Marineford Arc
14,462,Sekai o Horobosu Chikara! Guragura no Mi no Nouryoku,2010,9.1,Marineford Arc
14,463,Subete o Yakitsukusu!! Taishou Akainu no Chikara!,2010,9.3,Marineford Arc
14,464,Majin no Shison! Little Oars Jr Bakushin!,2010,9.2,Marineford Arc
14,465,Shousha dake ga Seigi Hatsudou! Sengoku no Sakusen!,2010,9.3,Marineford Arc
14,466,Mugiwara Team Touchaku Fuunkyuu o Tsugeru Senjou,2010,9.4,Marineford Arc
14,467,Shinde mo Tasukeru: Luffy vs Kaigun Battle Start,2010,9.4,Marineford Arc
14,468,Gekisen no Renzoku! Nouryokusha Gundan VS Nouryokusha Gundan,2010,9.3,Marineford Arc
14,469,Kuma ni Okita Ihen Iva-san Ikari no Ichigeki,2010,9.1,Marineford Arc
14,470,Kengou Mihawk Luffy ni Semaru Kokutou no Zangeki,2010,9.3,Marineford Arc
14,471,Senmetsu Sakusen Shidou: Pacifista Gundan no Iryoku,2010,9.1,Marineford Arc
14,472,Akainu no Bouryaku! Otoshiirerareta Shirohige,2010,9.2,Marineford Arc
14,473,Houiheki Sadou! Shirohige Kaizokudan Zettaizetsumei!!,2010,9.2,Marineford Arc
14,474,Shokei Shikkou Shirei Kudaru: Houiheki o Toppa Seyo!,2010,9.4,Marineford Arc
14,475,Saishuu Kyokumen Totsunyuu! Shirohige Kishikaisei no Itte,2010,9.3,Marineford Arc
14,476,Luffy Chikaratsuku! Oris Hiroba no Souryokusen!!,2010,9.2,Marineford Arc
14,477,Inochi o Kezuru Chikara: Tension Hormone Futatabi,2010,9.2,Marineford Arc
14,478,Yakusoku no Tame ni!! Gekitou! Luffy to Coby,2010,9.3,Marineford Arc
14,479,Shokeidai Mokuzen! Hirakareta Ace e no Michi!!,2010,9.2,Marineford Arc
14,480,Sorezore no Eranda Michi: Luffy vs Garp!,2010,9.4,Marineford Arc
14,481,Ace Kyuushutsu! Shirohige Saigo no Senchou Meirei!,2010,9.5,Marineford Arc
14,482,Hi o mo Yaki Tsukusu Chikara: Akainu Hijou no Tsuigeki,2011,9.5,Marineford Arc
14,483,Kotae o Sagashite: Hiken Ace Senjou ni Shisu,2011,9.6,Marineford Arc
14,484,Kaigun Honbu Houkai! Shirohige Kotobanaki Ikari!,2011,9.6,Marineford Arc
14,485,Kejime o Tsukeru: Shirohige vs Kurohige Kaizokudan,2011,9.6,Marineford Arc
14,486,Show no Kaimaku: Akasareta Kurohige no Takurami,2011,9.4,Marineford Arc
14,487,Akainu no Shuunen! Luffy o Osou Magma no Kobushi,2011,9.3,Marineford Arc
14,488,Hisshi no Sakebi: Unmei o Kaeru Yuuki Aru Suubyou,2011,9.5,Marineford Arc
14,489,Shanks Kenzan! Choujou Sensou Tsui ni Shuuketsu,2011,9.5,Marineford Arc
14,490,"Gun'yuu Kakkyo Su! ""Atarashii Jidai"" no Hajimari!",2011,8.9,Post-War Arc
14,491,Nyougashima Jouriku: Luffy o Semeru Kakoku na Genjitsu,2011,8.9,Post-War Arc
14,492,"Saikyou Tag! Funtou, Luffy to Toriko!",2011,6.2,Post-War Arc
14,493,Luffy to Ace: Kyoudai no Deai no Monogatari!,2011,8.8,Post-War Arc
14,494,Sabo Toujou! Gray Terminal no Shounen,2011,8.7,Post-War Arc
14,495,Ore wa Nigenai: Ace Kesshi no Kyuushutsu Sakusen,2011,8.4,Post-War Arc
14,496,Itsuka Umi e! Sannin no Akudou Chikai no Sakazuki!,2011,8.6,Post-War Arc
14,497,Dadan Ikka to no Wakare!? Kansei! Himitsu Kichi,2011,8.4,Post-War Arc
14,498,Luffy Deshiiri!? Kaizoku Ou to Tatakatta Otoko!,2011,7.9,Post-War Arc
14,499,Ootora to no Kessen! Senchou ni Naru no wa Dare Da!,2011,7.8,Post-War Arc
14,500,Ubawareta Jiyuu! Sankyoudai ni Semaru Kizoku no Wana,2011,8.3,Post-War Arc
14,501,Hanatareta Honoo: Gray Terminal no Kiki,2011,8.3,Post-War Arc
14,502,Jiyuu wa Doko ni Aru? Shounen no Kanashiki Funade,2011,8.3,Post-War Arc
14,503,Yoroshiku Tanomu! Kyoudai kara Todoita Tegami!,2011,9.1,Post-War Arc
14,504,Yakusoku o Hatasu Tame: Sorezore no Tabidachi!,2011,8.6,Post-War Arc
14,505,Aitsura ni Aitee! Luffy Namida no Sakebi,2011,9.0,Post-War Arc
14,506,Mugiwara no Ichimi Gekishin! Motarasareta Kyouhou,2011,8.4,Post-War Arc
14,507,Meiou Rayleigh to no Saikai: Luffy Ketsudan no Toki,2011,8.4,Post-War Arc
14,508,Senchou no Moto e: Sorajima no Datsugoku to Fuyujima no Jiken,2011,7.6,Post-War Arc
14,509,Sesshoku! Daikengou Mihawk: Zoro Iji no Shitou,2011,8.0,Post-War Arc
14,510,Sanji no Junan: Oukoku e to Kikan Shita Joou!,2011,7.8,Post-War Arc
14,511,Masaka no Saijouriku! Luffy Marineford e!,2011,8.1,Post-War Arc
14,512,Nakama ni Todoke: Kakemeguru Dai News!,2011,8.0,Post-War Arc
14,513,Ugokidasu Kaizoku-tachi! Kyoutendouchi no Shinsekai,2011,7.6,Post-War Arc
14,514,Jigoku o Ikinuke: Sanji Otoko o Kaketa Shoubu,2011,7.5,Post-War Arc
14,515,Madamada Tsuyoku Naru! Zoro Senchou e no Chikai,2011,8.0,Post-War Arc
14,516,Luffy Shugyou Kaishi: 2-nengo ni Yakusoku no Basho de,2011,9.2,Post-War Arc
15,517,Shinshou Kaimaku: Saishuuketsu! Mugiwara no Ichimi,2011,9.2,Return to Sabaody Arc
15,518,Isshokusokuhatsu! Luffy Tai Nise Luffy,2011,8.6,Return to Sabaody Arc
15,519,Kaigun Shutsudou: Nerawareta Mugiwara no Ichimi,2011,8.4,Return to Sabaody Arc
15,520,Oomono Shuuketsu: Nise Mugiwara Ichimi no Kyoui,2011,8.3,Return to Sabaody Arc
15,521,Sentou Kaishi! Misero Shugyou no Seika!,2011,9.3,Return to Sabaody Arc
15,522,Zen'in Shuugou: Luffy Shinsekai e no Funade,2011,8.9,Return to Sabaody Arc
15,523,Kyougaku no Shinjitsu: Sunny-gou o Mamotta Otoko,2011,8.4,Fishman Island Arc
15,524,Kaichuu no Shitou: Arawareta Oounabara no Akuma,2011,7.7,Fishman Island Arc
15,525,Shinkai de Sounan: Hagureta Mugiwara no Ichimi,2011,7.8,Fishman Island Arc
15,526,Kaitei Kazan Funka! Nagasarete Gyojintou,2011,7.8,Fishman Island Arc
15,527,Gyojintou Jouriku: Uruwashiki Ningyo-tachi,2011,7.8,Fishman Island Arc
15,528,Koufun Bakuhatsu! Sanji Seimei no Kiki!,2011,7.6,Fishman Island Arc
15,529,Gyojintou Metsubou!? Sharley no Yogen,2011,7.5,Fishman Island Arc
15,530,Gyojintou no Ou: Kaishin Neptune!,2012,7.7,Fishman Island Arc
15,531,Ryuuguujou! Tasuketa Same ni Tsurerarete,2012,7.4,Fishman Island Arc
15,532,Yowamushi de Nakimushi! Koukakutou no Ningyo Hime,2012,7.5,Fishman Island Arc
15,533,Kinkyuu Jitai Hassei: Senkyo Sareta Ryuuguujou,2012,7.5,Fishman Island Arc
15,534,Ryuuguujou Gekishin! Shirahoshi Yuukai Jiken,2012,7.7,Fishman Island Arc
15,535,Hody Shuurai: Fukushuu Keikaku no Hajimari,2012,7.5,Fishman Island Arc
15,536,Ryuuguujou no Kessen! Zoro Tai Hody,2012,7.9,Fishman Island Arc
15,537,Shirahoshi o Mamore: Decken no Tsuigeki,2012,7.9,Fishman Island Arc
15,538,Ichimi Haiboku!? Hody Ryuuguujou Seiatsu,2012,7.8,Fishman Island Arc
15,539,Yomigaeru Innen! Nami to Gyojin Kaizokudan!,2012,7.6,Fishman Island Arc
15,540,Dorei Kaihou no Eiyuu: Boukenka Tiger,2012,7.8,Fishman Island Arc
15,541,Kizaru Toujou! Tiger o Nerau Wana!,2012,8.2,Fishman Island Arc
15,542,Team Kessei! Chopper o Sukue,2012,6.3,Fishman Island Arc
15,543,Eiyuu no Saigo: Tiger Shougeki no Shinjitsu,2012,8.1,Fishman Island Arc
15,544,Kaizokudan Bunretsu: Jinbe Tai Arlong,2012,7.7,Fishman Island Arc
15,545,Yureru Gyojintou! Hyouchaku Shita Tenryuubito,2012,7.5,Fishman Island Arc
15,546,Totsuzen no Higeki! Mirai o Tozasu Kyoudan,2012,7.9,Fishman Island Arc
15,547,Futatabi Genzai e! Ugokidasu Hody,2012,7.8,Fishman Island Arc
