Season,Episode,Title,Year of Release,IMDB Rating,Arco
15,548,Oukoku Gekishin: Neptune Shokei Shirei,2012,7.8,Fishman Island Arc
15,549,Shoujita Kiretsu! Luffy Tai Jinbe,2012,7.9,Fishman Island Arc
15,550,Hody no Ihen: Kyouyaku no Shin no Chikara!,2012,7.4,Fishman Island Arc
15,551,Kessen Hajimaru: Gyoncorde Hiroba!,2012,7.4,Fishman Island Arc
15,552,Shougeki no Kokuhaku: Otohime Ansatsu no Shinjitsu,2012,7.4,Fishman Island Arc
15,553,Shirahoshi no Namida! Luffy Tsui ni Toujou,2012,8.1,Fishman Island Arc
15,554,Dai Gekitotsu! Mugiwara Ichimi VS 10 Man no Teki,2012,9.1,Fishman Island Arc
15,555,Oowaza Sakuretsu! Zoro Sanji Shutsugeki!,2012,7.9,Fishman Island Arc
15,556,Hatsu Hirou! Sunny Gou no Himitsu Heiki!,2012,7.7,Fishman Island Arc
15,557,Iron Pirate! Franky Shougun Toujou,2012,7.6,Fishman Island Arc
15,558,Noah Sekkin! Gyojintou Kaimetsu no Kiki!,2012,7.4,Fishman Island Arc
15,559,Isoge Luffy! Shirahoshi Zettaizetsumei,2012,7.3,Fishman Island Arc
15,560,Gekitou Kaishi! Luffy Tai Hody!,2012,7.5,Fishman Island Arc
15,561,Dairansen! Ichimi Tai Shin Gyojin Kaizokudan!,2012,7.5,Fishman Island Arc
15,562,Luffy Haiboku!? Hody Fukushuu no Toki,2012,7.2,Fishman Island Arc
15,563,Shougeki no Jijitsu! Hody no Shoutai!,2012,7.2,Fishman Island Arc
15,564,Zero ni! Luffy e no Atsuki Negai!,2012,7.4,Fishman Island Arc
15,565,Luffy Konshin no Ichigeki! Red Hawk Sakuretsu,2012,7.9,Fishman Island Arc
15,566,Tsui ni Kecchaku! Hody Saishuu Kessen,2012,7.7,Fishman Island Arc
15,567,Tomare Noah! Kesshi no Elephant Gatling!,2012,7.6,Fishman Island Arc
15,568,Mirai e! Taiyou e to Tsuzuku Michi!,2012,7.7,Fishman Island Arc
15,569,Akasareta Himitsu: Kodai Heiki no Shinjitsu,2012,7.5,Fishman Island Arc
15,570,Okashizuki! Yonkou Big Mom,2012,7.9,Fishman Island Arc
15,571,Z no Yabou Hen: Luffy VS Shuzo!,2012,6.9,Fishman Island Arc
15,572,Zento Tanan: Shin Sekai ni Machiukeru Wana,2012,7.7,Fishman Island Arc
15,573,Tsui ni Shukkou! Sayonara Gyojin-tou,2012,7.6,Fishman Island Arc
15,574,Shin Sekai e! Saikyou no Umi o Mezashite,2012,7.6,Fishman Island Arc
15,575,Ichimi Kyougaku! Aratanaru Kaigun Gensui!,2012,8.1,Z's Ambition Arc
15,576,Z no Yabou Hen: Chiisana Kyojin Lily!,2012,7.2,Z's Ambition Arc
15,577,Z no Yabou Hen: Nazo no Saikyou Gundan Toujou!,2012,7.2,Z's Ambition Arc
15,578,Z no Yabou Hen: Kesshi no Dai Dasshutsu Sakusen!,2012,7.2,Z's Ambition Arc
16,579,Jouriku! Moeru Shima Punk Hazard,2013,7.7,Punk Hazard Arc
16,580,Shakunetsu no Tatakai! Luffy Tai Kyodai Ryuu!,2013,7.5,Punk Hazard Arc
16,581,Ichimi Souzen! Shougeki no Kubi dake Samurai Toujou!,2013,7.3,Punk Hazard Arc
16,582,Kyougaku! Tsui ni Akasareru Shima no Himitsu,2013,7.4,Punk Hazard Arc
16,583,Kodomo-tachi o Sukue! Ichimi Sentou Kaishi,2013,7.3,Punk Hazard Arc
16,584,Kenjutsu Shoubu: Brook Tai Nazo no Doutai Samurai,2013,7.7,Punk Hazard Arc
16,585,Shichibukai! Trafalgar Law,2013,7.8,Punk Hazard Arc
16,586,Dai Pinch: Luffy Gokkan no Mizuumi ni Shizumu,2013,7.8,Punk Hazard Arc
16,587,Gekitotsu! Law VS Smoker Chuujou,2013,8.3,Punk Hazard Arc
16,588,2 Nenburi no Saikai! Luffy to Law,2013,7.8,Punk Hazard Arc
16,589,Sekai Saiaku Kyoufu no Kagakusha Caesar,2013,7.4,Punk Hazard Arc
16,590,Jijou Saikyou Colabo VS Umi no Taishokukan,2013,5.9,Punk Hazard Arc
16,591,Chopper Gekido Master Hidounaru Jikken,2013,7.5,Punk Hazard Arc
16,592,Ichimi Massatsu! Densetsu no Koroshiya Raishuu!,2013,7.3,Punk Hazard Arc
16,593,Nami o Sukue! Luffy Yukiyama no Tatakai,2013,7.7,Punk Hazard Arc
16,594,Kessei! Luffy-Law Kaizoku Doumei!,2013,7.8,Punk Hazard Arc
16,595,Master o Toraero: Kaizoku Doumei Sakusen Kaishi!,2013,7.5,Punk Hazard Arc
16,596,Zenmetsu no Kiki: Shi no Monster Hirai,2013,7.5,Punk Hazard Arc
16,597,Dai-Gekisen: Caesar Shin no Nouryoku Hatsudou!,2013,8.0,Punk Hazard Arc
16,598,Honoo Kirisaku Samurai! Kitsunebi no Kin'emon!,2013,7.6,Punk Hazard Arc
16,599,Shougeki! Nazo no Otoko Vergo no Shoutai!,2013,7.7,Punk Hazard Arc
16,600,Kodomo-tachi o Mamore! Semaru Master no Ma no Te,2013,7.4,Punk Hazard Arc
16,601,Shin Sekai Gekishin: Caesar Akumu no Jikken,2013,7.5,Punk Hazard Arc
16,602,Shijou Saiaku no Satsuriku Heiki! Shinokuni,2013,7.6,Punk Hazard Arc
16,603,Hangeki Kaishi! Luffy-Law Daidasshutsu,2013,7.8,Punk Hazard Arc
16,604,Mezase R-tou! Kaizoku Doumei Kaishingeki!,2013,7.6,Punk Hazard Arc
16,605,Tashigi no Namida: G-5 Kesshi no Toppa Sakusen,2013,7.5,Punk Hazard Arc
16,606,Uragiri no Chuujou! Kichiku no Vergo,2013,7.5,Punk Hazard Arc
16,607,Hakunetsu no Gekisen: Luffy VS Caesar,2013,8.1,Punk Hazard Arc
16,608,Yami no Kuromaku! Doflamingo Ugoku!,2013,7.7,Punk Hazard Arc
16,609,Luffy Toushi!? Kyoufu no Yukionna Monet!,2013,7.7,Punk Hazard Arc
16,610,Butsukaru Kobushi! Futari no Chuujou no Tatakai,2013,7.5,Punk Hazard Arc
16,611,Chiisana Dragon! Momonosuke Arawaru,2013,7.5,Punk Hazard Arc
16,612,Fubuki no Shitou: Mugiwara no Ichimi Tai Yukionna,2013,7.7,Punk Hazard Arc
16,613,Ougi Sakuretsu! Zoro Saikyou no Ittou-ryuu!,2013,8.8,Punk Hazard Arc
16,614,Tomodachi o Mamoru! Mocha Inochi-gake no Tousou,2013,7.8,Punk Hazard Arc
16,615,Chahige Hitsuu! Luffy Ikari no Ichigeki,2013,7.9,Punk Hazard Arc
16,616,Shougeki no Kecchaku! Smoker Tai Vergo!,2013,9.1,Punk Hazard Arc
16,617,Caesar Gekiha! Saikyou no Grizzly Magnum,2013,8.1,Punk Hazard Arc
16,618,Shuurai! Dressrosa kara no Shikaku,2013,7.7,Punk Hazard Arc
16,619,Ooabare! Muteki no Franky Shougun,2013,7.8,Punk Hazard Arc
16,620,Zettai Zetsumei! Punk Hazard Dai-Bakuhatsu,2013,7.9,Punk Hazard Arc
16,621,Caesar o Hokaku-seyo - General Canon Sakuretsu,2013,8.0,Punk Hazard Arc
16,622,Kandou no Saikai! Momonosuke to Kin'emon,2013,7.8,Punk Hazard Arc
16,623,Sekibetsu no Toki - Punk Hazard Shukkou!,2013,7.7,Punk Hazard Arc
16,624,G-5 Kaimetsu! Doflamingo Kyuushuu!,2013,8.3,Punk Hazard Arc
16,625,Kinpaku! Aokiji tai Doflamingo,2013,8.1,Punk Hazard Arc
16,626,Kieta Caesar! Kaizoku Doumei Shutsugeki,2013,7.1,Caesar Retrieval Arc
16,627,Luffy Umi ni Shisu!? Kaizoku Doumei Houkai,2014,7.1,Caesar Retrieval Arc
16,628,Daigyakuten! Sakuretsu Luffy Ikari no Tekken,2014,6.9,Caesar Retrieval Arc
17,629,Gekishin! Shinsekai Ugokasu Dai News,2014,8.6,Dressrosa Arc
17,630,Bouken! Ai to Jounetsu no Kuni Dressrosa,2014,8.5,Dressrosa Arc
17,631,Nekkyou Uzumaku: Corrida Colosseum,2014,8.6,Dressrosa Arc
17,632,Kiken na Koi: Odoriko Violet,2014,8.4,Dressrosa Arc
17,633,Saikyou no Mumei Senshi! Lucy Toujou,2014,8.4,Dressrosa Arc
17,634,Kaizoku Kikoushi Cavendish,2014,8.5,Dressrosa Arc
17,635,Unmei no Saikai: Hyena no Bellamy,2014,8.5,Dressrosa Arc
17,636,Choushinsei! Hitokui no Bartolomeo,2014,8.6,Dressrosa Arc
17,637,Gun'yuu Kakkyo! Hakunetsu no B Block!,2014,8.5,Dressrosa Arc
17,638,Ichigeki Hissatsu! Kyoui no King Punch,2014,8.6,Dressrosa Arc
17,639,Tougyo Shuurai! Shi no Tekkyou o Toppa Seyo,2014,8.4,Dressrosa Arc
17,640,Bouken! Yousei no Shima Green Bit,2014,8.0,Dressrosa Arc
17,641,Shirarezaru Sekai Tontatta Oukoku,2014,8.0,Dressrosa Arc
17,642,Seiki no Bouryaku: Doflamingo Ugoku,2014,8.9,Dressrosa Arc
17,643,Tenchi Yurugasu! Taishou Fujitora no Jitsuryoku,2014,8.9,Dressrosa Arc
17,644,Ikari no Ichigeki! Kyojin vs Lucy,2014,8.5,Dressrosa Arc
17,645,Hakai-hou Sakuretsu! Lucy Kikiippatsu,2014,8.0,Dressrosa Arc
17,646,Densetsu no Kaizoku - Don Chinjao!,2014,9.1,Dressrosa Arc
17,647,Hikari to Kage - Dressrosa ni Hisomu Yami!,2014,8.2,Dressrosa Arc
17,648,Shutsugeki - Densetsu no Hero Usoland,2014,8.2,Dressrosa Arc
17,649,Gekisen Kecchaku! Lucy VS Chinjao!,2014,8.9,Dressrosa Arc
17,650,Luffy to Shukumei no Ken Toushi Rebecca,2014,8.5,Dressrosa Arc
17,651,Mamorinuku! Rebecca to Omocha no Heitai,2014,8.5,Dressrosa Arc
17,652,Saigo no Chou Gekisen Ku - D Block Kaisen,2014,8.1,Dressrosa Arc
17,653,Kessen! Joura vs Mugiwara no Ichimi,2014,8.1,Dressrosa Arc
17,654,Yoshiken! Hakuba no Cavendish,2014,8.5,Dressrosa Arc
17,655,Dai Kessen! Sanji VS Doflamingo,2014,8.9,Dressrosa Arc
17,656,Rebecca no Shi no Ken! Haisui no Kenbu,2014,8.4,Dressrosa Arc
17,657,Saikyou no Senshi! Logan vs Rebecca,2014,8.2,Dressrosa Arc
17,658,Shougeki! Omocha no Heitai no Shoutai!,2014,8.5,Dressrosa Arc
17,659,Senritsu no Kako! Dressrosa no Himitsu,2014,8.7,Dressrosa Arc
17,660,Akumu! Dressrosa Higeki no Ichiya,2014,8.7,Dressrosa Arc
17,661,Shichibukai Taiketsu Law VS Doflamingo,2014,9.2,Dressrosa Arc
17,662,Ryouyuu Aimamieru! Mugiwara to Ten Yasha,2014,9.2,Dressrosa Arc
17,663,Luffy Kyougaku: Ace no Ishi o Tsugu Otoko,2014,9.5,Dressrosa Arc
17,664,SOP Sakusen Kaishi: Usoland Totsugeki,2014,8.2,Dressrosa Arc
17,665,Atsuki Omoi - Rebecca vs Suleiman,2014,8.1,Dressrosa Arc
17,666,Shousha Kettei!? D Block Shougeki no Ketsumatsu,2014,8.5,Dressrosa Arc
17,667,Taishou no Ketsudan - Fujitora vs Doflamingo,2014,8.6,Dressrosa Arc
17,668,Kesshou Kaishi: Eiyuu Diamante Toujou,2014,8.4,Dressrosa Arc
17,669,Ugoku Shiro! Saikou Kanbu Pica Shutsugen,2014,8.4,Dressrosa Arc
17,670,Ryuu no Tsume Sakuretsu! Lucy Kyoui no Ichigeki!,2014,8.7,Dressrosa Arc
17,671,Tatou Sugar: Kodomo no Heitai Totsugeki!,2014,8.5,Dressrosa Arc
17,672,Saigo no Hikari: Warera ga Taichou no Himitsu!,2014,8.5,Dressrosa Arc
17,673,Panku Ningen: Gladius Dai Bakuhatsu!,2014,8.4,Dressrosa Arc
17,674,Usotsuki Usoland Tousouchuu!,2014,8.6,Dressrosa Arc
17,675,Unmei no Deai: Kyros to Riku Ou,2014,8.9,Dressrosa Arc
17,676,Sakusen Shippai! Eiyuu Usoland Shisu!?,2014,8.9,Dressrosa Arc
17,677,Densetsu Fukkatsu! Kyros Konshin no Ichigeki,2015,9.3,Dressrosa Arc
17,678,Kaken Sakuretsu! Fukkatsu Meramera no Mi no Chikara,2015,9.4,Dressrosa Arc
17,679,Sassou Toujou: Kakumeigun Sanbou Souchou Sabo!,2015,8.9,Dressrosa Arc
17,680,Akuma no Wana: Dressrosa Senmetsu Sakusen,2015,9.0,Dressrosa Arc
17,681,Go-oku no Otoko: Nerawareta Usoland!,2015,8.7,Dressrosa Arc
17,682,Tekijin Toppa: Luffy Zoro Hangeki Kaishi,2015,8.2,Dressrosa Arc
17,683,Daichi Meidou: Hakai Kami Kyoudai Pica Kourin,2015,8.7,Dressrosa Arc
17,684,Daishuuketsu! Luffy to Kyouaku Senshi Gundan,2015,8.5,Dressrosa Arc
17,685,Kaishingeki! Luffy Gundan vs Pica!,2015,8.7,Dressrosa Arc
17,686,Shougeki Kokuhaku! Law Atsuki Tamashii no Chikai!,2015,8.7,Dressrosa Arc
17,687,Daigekitotsu! Sanbou Souchou Sabo vs Taishou Fujitora,2015,9.0,Dressrosa Arc
17,688,Zettaizetsumei: Wana ni Kakatta Luffy!,2015,8.5,Dressrosa Arc
17,689,Daidasshutsu! Luffy Kishikaisei no Elephant Gun,2015,8.6,Dressrosa Arc
17,690,Kyoudousensen: Luffy Shouri e no Toppakou,2015,8.1,Dressrosa Arc
17,691,Futarime no Samurai: Yuudachi Kanjuurou Toujou,2015,8.2,Dressrosa Arc
17,692,Funtou to no Pica: Zoro Ichi Todome no Ichigeki,2015,8.9,Dressrosa Arc
17,693,Kobito no Hime: Toraware no Mansherry,2015,8.1,Dressrosa Arc
17,694,Fujimi! Kyoufu no Atamawari Ningyou Gundan,2015,8.0,Dressrosa Arc
17,695,Inochi Kakete! Luffy wa Shouri no Kirifuda,2015,8.7,Dressrosa Arc
17,696,Namida no Saikai: Rebecca to Kyros,2015,9.0,Dressrosa Arc
17,697,Ichigeki Hissatsu: Dressrosa o Sukuu Otoko,2015,9.2,Dressrosa Arc
17,698,Ikari Bakuhatsu: Luffy Law Saikyou no Hisaku,2015,9.5,Dressrosa Arc
17,699,Kedakaki Ichizoku! Doflamingo no Shoutai!,2015,9.3,Dressrosa Arc
17,700,Kyuukyoku no Chikara: Op-Op no Jitsu no Himitsu!,2015,9.1,Dressrosa Arc
17,701,Kanashiki Kioku: Shiroi Machi no Shounen Law!,2015,9.2,Dressrosa Arc
17,702,Tenryuubito! Doffy no Souzetsu Naru Kako,2015,9.2,Dressrosa Arc
17,703,Kunan no Michi: Law to Corazon Inochi no Tabi,2015,9.4,Dressrosa Arc
17,704,Toki Sameru! Op-Op no Mi o Ubae!,2015,9.3,Dressrosa Arc
17,705,Kakugo no Toki: Corazon Wakare no Egao!,2015,9.4,Dressrosa Arc
17,706,Yuke Law: Yasashiki Otoko Saigo no Tatakai!,2015,9.6,Dressrosa Arc
17,707,Jiyuu e! Law Injection Shot Sakuretsu,2015,8.8,Dressrosa Arc
17,708,Atsuki Tatakai: Law vs Doflamingo,2015,9.3,Dressrosa Arc
17,709,Kanbu Kessen: Hokori Takaki Hajrudin,2015,8.5,Dressrosa Arc
17,710,Ai no Kessen: Shintouryou Sai tai Baby 5,2015,8.7,Dressrosa Arc
17,711,Otoko no Iji: Bellamy Saigo no Totsugeki!,2015,8.7,Dressrosa Arc
17,712,Shippuudotou: Hakuba tai Dellinger,2015,8.9,Dressrosa Arc
17,713,Baribari: Homage Shinken Hatsudou!,2015,9.1,Dressrosa Arc
17,714,Iyashi no Hime: Mansherry o Sukue!,2015,8.5,Dressrosa Arc
17,715,Otoko no Kettou: Senor Ai no Banka,2015,9.1,Dressrosa Arc
17,716,Shi no Hoshikuzu: Diamante Moukou no Arashi,2015,9.1,Dressrosa Arc
17,717,Trueno Bastardo: Kyros Ikari no Ichigeki,2015,9.1,Dressrosa Arc
17,718,Daichi Oudan: Kyozou Pica Kishuu Sakusen!,2015,8.9,Dressrosa Arc
17,719,Kuuchuu Kessen: Zoro Shin Hissastsu Ougi Sakuretsu!,2015,9.5,Dressrosa Arc
17,720,Abayo! Bellamy Wakare no Ichigeki!,2015,9.1,Dressrosa Arc
17,721,Law Shisu: Luffy Fundo no Moukougeki!,2015,9.1,Dressrosa Arc
17,722,Shuunen no Yaiba: Gyakushuu no Gamma Knife!,2015,9.3,Dressrosa Arc
17,723,Haki Gekitotsu: Luffy tai Doflamingo,2015,9.5,Dressrosa Arc
17,724,Kougeki Funou: Trebol Shougeki no Himitsu,2015,9.1,Dressrosa Arc
17,725,Ikari Bakuhatsu: Ore ga Zenbu Hikiukeru,2016,9.3,Dressrosa Arc
17,726,Gear Fourth! Kyoui no Bounce Man!,2016,9.5,Dressrosa Arc
17,727,Daigyakushuu! Doflamingo no Kakusei!,2016,9.1,Dressrosa Arc
17,728,Luffy! Konshin no Leo Bazooka,2016,9.4,Dressrosa Arc
17,729,Kaen Ryuuou: Luffy no Inochi o Mamorinuke,2016,9.1,Dressrosa Arc
17,730,Kiseki no Namida: Mansherry no Tatakai!,2016,8.4,Dressrosa Arc
17,731,Inochi no Kagiri: Shi no Tori Kago o Tomero!,2016,8.1,Dressrosa Arc
17,732,Sei ka Shi ka: Unmei no Countdown,2016,8.7,Dressrosa Arc
17,733,Ten o Utsu: Luffy Ikari no King Kong Gun,2016,9.4,Dressrosa Arc
17,734,Jiyuu e! Yorokobi no Dressrosa!,2016,8.2,Dressrosa Arc
17,735,Zendaimimon: Taishou Fujitora Shougeki no Ketsudan!,2016,8.9,Dressrosa Arc
17,736,Gekishin Hashiru: Ugokidasu Saiaku no Sedai!,2016,9.2,Dressrosa Arc
17,737,Densetsu Tanjou: Kakumei Senshi Sabo no Bouken!,2016,9.0,Dressrosa Arc
17,738,Kyoudai no Kizuna: Luffy Sabo Saikai Hiwa,2016,9.1,Dressrosa Arc
17,739,Saikyou no Seibutsu: Yonkou - Hyakujuu no Kaidou,2016,9.3,Dressrosa Arc
17,740,Fujitora Ugoku: Mugiwara no Ichimi Kanzen Houimou,2016,8.5,Dressrosa Arc
17,741,Hijoujitai: Sarawareta Rebecca!,2016,8.4,Dressrosa Arc
17,742,Oyako no Kizuna: Kyros to Rebecca!,2016,8.1,Dressrosa Arc
17,743,Otoko no Iji: Luffy tai Fujitora Makkou Shoubu,2016,9.2,Dressrosa Arc
17,744,Nigeba Nashi: Taishou Fujitora Hijou no Tsuigeki!,2016,9.2,Dressrosa Arc
17,745,Kobun no Sakazuki: Kessei! Mugiwara Daisendan!,2016,9.3,Dressrosa Arc
17,746,Gun'yuukakyo: Arekuruu Shinsekai no Kaibutsu-tachi,2016,9.1,Dressrosa Arc
18,747,Gin no Yousai: Luffy to Barto Daibouken,2016,7.1,Silver Mine Arc
18,748,Chika Meikyuu: Luffy tai Torokko Ningen,2016,6.7,Silver Mine Arc
18,749,Kengi Hakunetsu: Law Zoro Tsui ni Kenzan!,2016,6.9,Silver Mine Arc
18,750,Zettaizetsumei: Luffy Kyokugen no Shakunetsu Kessen,2016,7.1,Silver Mine Arc
18,751,"Bouken Kaimaku: Maboroshi no Shima ""Zou"" Touchaku!",2016,7.4,Zou Arc
18,752,Shin Shichi Bukai: Densetsu Shirohige no Musuko Toujou,2016,8.1,Zou Arc
18,753,Kesshi no Tozou: Kyozou no Se no Daibouken!,2016,7.7,Zou Arc
18,754,Sentou Kaishi: Luffy vs Mink-zoku!,2016,7.8,Zou Arc
18,755,Garchuu! Mugiwara no Ichimi Saishuuketsu,2016,7.7,Zou Arc
18,756,Hangeki Kaishi: Guruwara no Ichimi Daikatsuyaku!,2016,7.8,Zou Arc
18,757,Kyoui Shuurai: Hyakujuu Kaizokudan Jack!,2016,7.9,Zou Arc
18,758,Hiru no Ou: Inuarashi Koushaku Toujou!,2016,7.8,Zou Arc
18,759,Yoru no Ou: Nekomamushi no Danna Kenzan,2016,8.4,Zou Arc
18,760,Shuto Kaimetsu: Guruware no Ichimi Jouriku!,2016,8.4,Zou Arc
18,761,Limit Semaru: Mink-zoku to Ichimi no Kizuna!,2016,8.3,Zou Arc
18,762,Akudou Kikyou: Yonkou Big Mom no Shikaku,2016,8.6,Zou Arc
18,763,Shissou no Shinjitsu: Sanji Kyougaku no Shoutaijou,2016,8.9,Zou Arc
18,764,Yarou Domo e: Sanji Wakare no Okitegami,2016,9.0,Zou Arc
18,765,Nekomamushi no Danna ni Ai ni Ikou,2016,7.8,Zou Arc
18,766,Luffy Ketsudan: Sanji Dattai no Kiki!,2016,8.5,Zou Arc
18,767,Isshokusokuhatsu: Inu to Neko to Samurai!,2016,9.2,Zou Arc
18,768,Sanninme! Ninja Kiri no Raizou Toujou,2016,8.4,Zou Arc
18,769,"Akai Ishi! ""One Piece"" e no Michishirube",2016,9.0,Zou Arc
18,770,Wano Kuni no Himitsu: Kouzuki-ke to Rekishi no Ponegliffs,2016,9.2,Zou Arc
18,771,Okoto no Chikai: Luffy to Kouzuki Momonosuke,2017,8.1,Zou Arc
18,772,Densetsu no Koukai: Inu to Neko to Kaizokuou!,2017,8.1,Zou Arc
18,773,Akumu Futatabi: Fujimi no Jack Kyoushuu,2017,8.2,Zou Arc
18,774,Zou Boueisen: Luffy to Zunesha!,2017,8.1,Zou Arc
18,775,Zunesha o Sukue: Mugiwara Rescue Daisakusen!,2017,7.5,Zou Arc
18,776,Wakare no Gezou: Sanji Dakkan no Funade!,2017,7.9,Zou Arc
18,777,Reverie e: Oujo Vivi to Shirahoshi-hime,2017,7.3,Zou Arc
18,778,Reverie e: Rebecca to Sakura Oukoku,2017,7.5,Zou Arc
18,779,Kaidou Futatabi: Kyoui Semaru Saiaku no Sedai!,2017,8.2,Zou Arc
18,780,Harapeko Sensen: Luffy to Kaigun Rookie!,2017,7.4,Marine Rookie Arc
18,781,Shuunen no 3 Nin: Mugiwara Ichimi Dai Chase!,2017,7.5,Marine Rookie Arc
18,782,Akuma no Kobushi: Kessen! Luffy tai Grant,2017,7.6,Marine Rookie Arc
19,783,Sanji Kikyou: Big Mom no Nawabari e!,2017,8.7,Whole Cake Island Arc
19,784,Rei to Yon: Souguu! Germa Double Six,2017,8.6,Whole Cake Island Arc
19,785,Moudoku no Kiki: Luffy to Reiju!,2017,9.1,Whole Cake Island Arc
19,786,Totto Land! Yonkou Big Mom Toujou,2017,8.8,Whole Cake Island Arc
19,787,Yonkou no Musume: Sanji no Fiancee Purin,2017,8.7,Whole Cake Island Arc
19,788,Dai Shingeki! Kui Wazurai no Mom,2017,8.4,Whole Cake Island Arc
19,789,Shuto Houkai!? Big Mom to Jinbee,2017,8.7,Whole Cake Island Arc
19,790,Yonkou No Shiro: Whole Cake Island Touchaku,2017,8.7,Whole Cake Island Arc
19,791,Okashi na Mori: Luffy tai Luffy!?,2017,8.1,Whole Cake Island Arc
19,792,Mom no Shikaku: Luffy to Yuuwaku no Mori!,2017,8.2,Whole Cake Island Arc
19,793,Kaiyuu Kokka: Germa no Ou Judge,2017,8.7,Whole Cake Island Arc
19,794,Oyako Taiketsu: Judge tai Sanji!,2017,8.7,Whole Cake Island Arc
19,795,Kyoudai na Yabou: Big Mom to Caesar,2017,8.5,Whole Cake Island Arc
19,796,Tamashii no Kuni: Mom no Osorubeki Nouryoku!,2017,8.5,Whole Cake Island Arc
19,797,Daikanbu! Sanshousei Cracker Toujou!,2017,8.7,Whole Cake Island Arc
19,798,8 Oku no Teki: Luffy tai Senshu no Cracker,2017,9.0,Whole Cake Island Arc
19,799,Zenryoku Shoubu: Gear Fourth tai Bisbis no Chikara,2017,9.0,Whole Cake Island Arc
19,800,Ichi to Ni: Shuuketsu! Vinsmoke-ke,2017,9.0,Whole Cake Island Arc
19,801,Onjin no Inochi: Sanji to Owner Zeff,2017,8.8,Whole Cake Island Arc
19,802,Ikari no Sanji: Germa Double Six no Himitsu,2017,9.2,Whole Cake Island Arc
19,803,Suteta Kako: Vinsmoke Sanji,2017,9.3,Whole Cake Island Arc
19,804,East Blue e: Sanji Ketsui no Funade,2017,9.6,Whole Cake Island Arc
19,805,Genkai Shoubu: Luffy to Mugen Biscuit,2017,9.2,Whole Cake Island Arc
19,806,Manpuku no Chikara: Shin Gear Fourth Tan Man!,2017,9.4,Whole Cake Island Arc
19,807,Kanashiki Kettou: Luffy tai Sanji (Zenpen),2017,9.1,Whole Cake Island Arc
19,808,Kanashiki Kettou: Luffy tai Sanji (Kouhen),2017,9.6,Whole Cake Island Arc
19,809,Fukushuu no Arashi: Ikari no Gundan Shuurai!,2017,9.3,Whole Cake Island Arc
19,810,Bouken no Owari: Sanji Ketsui no Propose,2017,9.3,Whole Cake Island Arc
19,811,Koko de Matsu: Luffy tai Ikari no Gundan,2017,9.3,Whole Cake Island Arc
19,812,Chateau Sennyuu: Ubae! Road Ponegliff,2017,9.3,Whole Cake Island Arc
19,813,Innnen no Taimen: Luffy to Big Mom!,2017,9.2,Whole Cake Island Arc
19,814,Tamashii no Sakebi: Brook & Pedro Dengeki Sakusen,2017,9.1,Whole Cake Island Arc
19,815,Sayonara: Purin Namida no Ketsui,2017,9.3,Whole Cake Island Arc
19,816,Hidari Me no Innen: Pedro tai Tamago-Danshaku,2017,9.3,Whole Cake Island Arc
19,817,Shikemoku: Sanji no Kekkon Zen'ya,2017,9.6,Whole Cake Island Arc
19,818,Fukutsu no Soul: Brook tai Big Mom,2017,9.4,Whole Cake Island Arc
19,819,Sora no Negai: Germa no Shippaisaku Sanji,2017,9.4,Whole Cake Island Arc
19,820,Sanji no Moto e: Luffy Gyakushuu no Dai Gekisou!,2018,9.3,Whole Cake Island Arc
19,821,Chateau Douran: Luffy Yakusoku no Basho e,2018,9.1,Whole Cake Island Arc
19,822,Wakare no Ketsui: Sanji to Mugiwara Bentou,2018,8.6,Whole Cake Island Arc
19,823,Yonkou no Negaeri: Brook Kyuushutsu Daisakusen!,2018,8.9,Whole Cake Island Arc
19,824,"The Rendezvous! Luffy, a One-on-One at His Limit!",2018,9.1,Whole Cake Island Arc
19,825,A Liar! Luffy and Sanji!!,2018,9.5,Whole Cake Island Arc
19,826,Sanji Comes Back! Crash! The Tea Party from Hell!,2018,9.1,Whole Cake Island Arc
19,827,A Secret Meeting! Luffy vs the Fire Tank Pirates!,2018,8.6,Whole Cake Island Arc
19,828,The Deadly Pact! Luffy & Bege's Allied Forces!,2018,9.0,Whole Cake Island Arc
19,829,Luffy Engages in a Secret Maneuver! The Wedding Full of Conspiracies Starts Soon!,2018,8.7,Whole Cake Island Arc
19,830,The Family Gets Together! The Hellish Tea Party Starts!,2018,9.1,Whole Cake Island Arc
19,831,The Broken Couple! Sanji and Pudding Enter!,2018,8.7,Whole Cake Island Arc
19,832,A Deadly Kiss! The Mission to Assassinate the Emperor Kicks Off!,2018,9.4,Whole Cake Island Arc
19,833,Returning the Sake Cup! The Manly Jimbei Pays His Debt!,2018,9.6,Whole Cake Island Arc
19,834,The Mission Failed?! The Big Mom Pirates Strike Back!,2018,9.3,Whole Cake Island Arc
19,835,"Run, Sanji! SOS! Germa 66!",2018,9.2,Whole Cake Island Arc
19,836,Mom's Secret! The Giant's Island Elbaph and a Little Monster!,2018,8.7,Whole Cake Island Arc
19,837,The Birth of Mom! The Day That Carmel Vanished!,2018,9.2,Whole Cake Island Arc
19,838,The Launcher Blasts! The Moment of Big Mom's Assassination!,2018,8.8,Whole Cake Island Arc
19,839,The Evil Army! Transform! Germa 66!,2018,8.9,Whole Cake Island Arc
19,840,Cutting the Father-Son Relationship! Sanji and Judge!,2018,8.7,Whole Cake Island Arc
